ride_id,rideable_type,started_at,ended_at,ride_length,day_of_week,start_station_name,end_station_name,member_casual
21749796,classic_bike,2019-01-03 7:35:11,2019-01-03 7:50:02,0:14:51,5,Noble St & Milwaukee Ave,Wacker Dr & Washington St,NA
21749798,classic_bike,2019-01-03 7:35:13,2019-01-03 7:53:57,0:18:44,5,Ravenswood Ave & Berteau Ave,Southport Ave & Clybourn Ave,NA
21749799,classic_bike,2019-01-03 7:35:22,2019-01-03 7:41:14,0:05:52,5,Clinton St & Madison St,Aberdeen St & Randolph St,NA
21749800,classic_bike,2019-01-03 7:35:26,2019-01-03 7:40:57,0:05:31,5,Canal St & Madison St,Daley Center Plaza,NA
21749802,classic_bike,2019-01-03 7:35:28,2019-01-03 7:43:05,0:07:37,5,Albany Ave & Bloomingdale Ave,Western Ave & Winnebago Ave,NA
21749803,classic_bike,2019-01-03 7:35:30,2019-01-03 7:40:04,0:04:34,5,Desplaines St & Kinzie St,Clinton St & Washington Blvd,NA
21749804,classic_bike,2019-01-03 7:35:32,2019-01-03 7:43:11,0:07:39,5,Albany Ave & Bloomingdale Ave,Western Ave & Winnebago Ave,NA
21749805,classic_bike,2019-01-03 7:35:39,2019-01-03 7:45:17,0:09:38,5,Southport Ave & Waveland Ave,Sheridan Rd & Montrose Ave,NA
21749806,classic_bike,2019-01-03 7:35:53,2019-01-03 7:54:37,0:18:44,5,Clinton St & Washington Blvd,Wolcott Ave & Polk St,NA
21749807,classic_bike,2019-01-03 7:36:10,2019-01-03 7:46:38,0:10:28,5,Clinton St & Washington Blvd,Dearborn St & Erie St,NA
21749808,classic_bike,2019-01-03 7:36:14,2019-01-03 7:46:06,0:09:52,5,Clinton St & Washington Blvd,Michigan Ave & Lake St,NA
21749809,classic_bike,2019-01-03 7:36:13,2019-01-03 7:41:00,0:04:47,5,Clark St & Columbia Ave,Sheridan Rd & Loyola Ave,NA
21749810,classic_bike,2019-01-03 7:36:15,2019-01-03 7:46:19,0:10:04,5,Clinton St & Washington Blvd,Michigan Ave & Lake St,NA
21749811,classic_bike,2019-01-03 7:36:30,2019-01-03 7:45:12,0:08:42,5,Canal St & Adams St,Michigan Ave & Ida B Wells Dr,NA
21749812,classic_bike,2019-01-03 7:36:34,2019-01-03 7:51:59,0:15:25,5,Clinton St & Washington Blvd,Fairbanks Ct & Grand Ave,NA
21749813,classic_bike,2019-01-03 7:36:35,2019-01-03 7:45:04,0:08:29,5,Franklin St & Monroe St,Desplaines St & Kinzie St,NA
21749814,classic_bike,2019-01-03 7:36:49,2019-01-03 7:40:26,0:03:37,5,Southport Ave & Belmont Ave,Wilton Ave & Belmont Ave,NA
21749815,classic_bike,2019-01-03 7:36:57,2019-01-03 7:49:24,0:12:27,5,Desplaines St & Kinzie St,Fairbanks St & Superior St (*),NA
21749816,classic_bike,2019-01-03 7:37:00,2019-01-03 7:59:59,0:22:59,5,Emerald Ave & 31st St,Cityfront Plaza Dr & Pioneer Ct,NA
21749817,classic_bike,2019-01-03 7:37:03,2019-01-03 7:44:55,0:07:52,5,Clinton St & Washington Blvd,Wabash Ave & Adams St,NA
21749818,classic_bike,2019-01-03 7:37:05,2019-01-03 7:42:21,0:05:16,5,Kingsbury St & Kinzie St,Jefferson St & Monroe St,NA
21749819,classic_bike,2019-01-03 7:37:10,2019-01-03 7:41:50,0:04:40,5,Michigan Ave & Washington St,Franklin St & Lake St,NA
21749821,classic_bike,2019-01-03 7:37:22,2019-01-03 7:45:21,0:07:59,5,Clinton St & Jackson Blvd (*),Morgan St & Lake St,NA
21749822,classic_bike,2019-01-03 7:37:29,2019-01-03 7:43:55,0:06:26,5,Wells St & Hubbard St,Dearborn St & Monroe St,NA
21749823,classic_bike,2019-01-03 7:37:35,2019-01-03 7:51:22,0:13:47,5,McClurg Ct & Illinois St,Wacker Dr & Washington St,NA
21749824,classic_bike,2019-01-03 7:37:36,2019-01-03 7:50:08,0:12:32,5,Michigan Ave & Washington St,Peoria St & Jackson Blvd,NA
21749825,classic_bike,2019-01-03 7:37:40,2019-01-03 7:41:40,0:04:00,5,Wells St & Huron St,Dearborn Pkwy & Delaware Pl,NA
21749826,classic_bike,2019-01-03 7:37:44,2019-01-03 7:40:57,0:03:13,5,Clark St & Drummond Pl,Broadway & Barry Ave,NA
21749827,classic_bike,2019-01-03 7:37:58,2019-01-03 7:51:23,0:13:25,5,Rush St & Cedar St,Field Blvd & South Water St,NA
21749828,classic_bike,2019-01-03 7:38:01,2019-01-03 7:46:09,0:08:08,5,Ashland Ave & Chicago Ave,Artesian Ave & Hubbard St,NA
21749829,classic_bike,2019-01-03 7:38:06,2019-01-03 7:56:54,0:18:48,5,Eckhart Park,Michigan Ave & Madison St,NA
21749830,classic_bike,2019-01-03 7:38:09,2019-01-03 7:42:43,0:04:34,5,Mies van der Rohe Way & Chicago Ave,Streeter Dr & Grand Ave,NA
21749831,classic_bike,2019-01-03 7:38:19,2019-01-03 7:48:08,0:09:49,5,McClurg Ct & Illinois St,Dearborn St & Monroe St,NA
21749832,classic_bike,2019-01-03 7:38:20,2019-01-03 7:42:35,0:04:15,5,Clinton St & Madison St,Franklin St & Jackson Blvd,NA
21749835,classic_bike,2019-01-03 7:38:45,2019-01-03 7:41:22,0:02:37,5,Columbus Dr & Randolph St,State St & Randolph St,NA
21749836,classic_bike,2019-01-03 7:38:46,2019-01-03 7:42:55,0:04:09,5,Clinton St & Madison St,Green St & Randolph St,NA
21749839,classic_bike,2019-01-03 7:38:53,2019-01-03 7:40:57,0:02:04,5,Morgan St & Lake St,Racine Ave (May St) & Fulton St,NA
21749840,classic_bike,2019-01-03 7:39:08,2019-01-03 7:53:35,0:14:27,5,Wells St & Evergreen Ave,Dearborn St & Monroe St,NA
21749841,classic_bike,2019-01-03 7:39:11,2019-01-03 7:45:16,0:06:05,5,Sedgwick St & Huron St,Clinton St & Lake St,NA
21749842,classic_bike,2019-01-03 7:39:09,2019-01-03 7:45:17,0:06:08,5,Kingsbury St & Kinzie St,Sedgwick St & Huron St,NA
21749843,classic_bike,2019-01-03 7:39:21,2019-01-03 7:43:10,0:03:49,5,Milwaukee Ave & Grand Ave,Kingsbury St & Kinzie St,NA
21749844,classic_bike,2019-01-03 7:39:24,2019-01-03 7:41:29,0:02:05,5,Racine Ave & Fullerton Ave,Sheffield Ave & Fullerton Ave,NA
21749845,classic_bike,2019-01-03 7:39:32,2019-01-03 7:46:43,0:07:11,5,Western Ave & Lunt Ave,Clark St & Lunt Ave,NA
21749846,classic_bike,2019-01-03 7:39:35,2019-01-03 7:43:35,0:04:00,5,Kedzie Ave & Palmer Ct,Kedzie Ave & Milwaukee Ave,NA
21749847,classic_bike,2019-01-03 7:39:41,2019-01-03 7:43:25,0:03:44,5,Broadway & Barry Ave,Wilton Ave & Belmont Ave,NA
21749848,classic_bike,2019-01-03 7:40:08,2019-01-03 7:51:15,0:11:07,5,Canal St & Madison St,Larrabee St & Kingsbury St,NA
21749849,classic_bike,2019-01-03 7:40:13,2019-01-03 7:59:07,0:18:54,5,Sedgwick St & Webster Ave,Daley Center Plaza,NA
21749850,classic_bike,2019-01-03 7:40:44,2019-01-03 7:46:49,0:06:05,5,Delano Ct & Roosevelt Rd,Clinton St & Tilden St,NA
21749851,classic_bike,2019-01-03 7:40:45,2019-01-03 7:51:42,0:10:57,5,Milwaukee Ave & Grand Ave,McClurg Ct & Illinois St,NA
21749852,classic_bike,2019-01-03 7:40:49,2019-01-03 8:18:03,0:37:14,5,Michigan Ave & 14th St,Ellis Ave & 58th St,NA
21749853,classic_bike,2019-01-03 7:40:54,2019-01-03 7:50:08,0:09:14,5,Rush St & Hubbard St,Larrabee St & Kingsbury St,NA
21749854,classic_bike,2019-01-03 7:41:00,2019-01-03 7:50:47,0:09:47,5,Canal St & Adams St,Columbus Dr & Randolph St,NA
21749855,classic_bike,2019-01-03 7:41:01,2019-01-03 7:53:13,0:12:12,5,Franklin St & Monroe St,McClurg Ct & Illinois St,NA
21749856,classic_bike,2019-01-03 7:41:09,2019-01-03 7:46:38,0:05:29,5,LaSalle St & Washington St,State St & Kinzie St,NA
21749857,classic_bike,2019-01-03 7:41:13,2019-01-03 7:50:20,0:09:07,5,Wilton Ave & Diversey Pkwy,Sedgwick St & Webster Ave,NA
21749858,classic_bike,2019-01-03 7:41:20,2019-01-03 7:52:04,0:10:44,5,Canal St & Jackson Blvd,Columbus Dr & Randolph St,NA
21749859,classic_bike,2019-01-03 7:41:24,2019-01-03 8:10:12,0:28:48,5,Southport Ave & Clybourn Ave,Franklin St & Quincy St,NA
21749860,classic_bike,2019-01-03 7:41:24,2019-01-03 7:49:51,0:08:27,5,Carpenter St & Huron St,Canal St & Madison St,NA
21749861,classic_bike,2019-01-03 7:41:34,2019-01-03 7:45:54,0:04:20,5,Michigan Ave & Lake St,Clark St & Randolph St,NA
21749862,classic_bike,2019-01-03 7:41:34,2019-01-03 7:47:37,0:06:03,5,Canal St & Adams St,Sangamon St & Washington Blvd (*),NA
21749863,classic_bike,2019-01-03 7:41:37,2019-01-03 7:54:44,0:13:07,5,Larrabee St & Kingsbury St,Dearborn St & Adams St,NA
21749864,classic_bike,2019-01-03 7:41:39,2019-01-03 7:50:50,0:09:11,5,Canal St & Adams St,Daley Center Plaza,NA
21749866,classic_bike,2019-01-03 7:42:00,2019-01-03 7:56:49,0:14:49,5,Marshfield Ave & Cortland St,Wells St & Huron St,NA
21749867,classic_bike,2019-01-03 7:42:03,2019-01-03 7:45:57,0:03:54,5,Michigan Ave & 8th St,Clark St & Ida B Wells Dr,NA
21749868,classic_bike,2019-01-03 7:42:14,2019-01-03 7:53:29,0:11:15,5,Canal St & Adams St,Wabash Ave & Grand Ave,NA
21749869,classic_bike,2019-01-03 7:42:18,2019-01-03 8:02:10,0:19:52,5,Racine Ave & Fullerton Ave,Clinton St & Washington Blvd,NA
21749870,classic_bike,2019-01-03 7:42:20,2019-01-03 7:46:02,0:03:42,5,Sangamon St & Washington Blvd (*),Clinton St & Madison St,NA
21749872,classic_bike,2019-01-03 7:42:21,2019-01-03 7:53:42,0:11:21,5,Canal St & Adams St,Dearborn Pkwy & Delaware Pl,NA
21749873,classic_bike,2019-01-03 7:42:27,2019-01-03 7:46:10,0:03:43,5,Larrabee St & Menomonee St,Larrabee St & North Ave,NA
21749874,classic_bike,2019-01-03 7:42:28,2019-01-03 7:45:11,0:02:43,5,Halsted St & Roscoe St,Wilton Ave & Belmont Ave,NA
21749875,classic_bike,2019-01-03 7:42:29,2019-01-03 7:54:45,0:12:16,5,Michigan Ave & Pearson St,Michigan Ave & Madison St,NA
21749876,classic_bike,2019-01-03 7:42:47,2019-01-03 7:51:20,0:08:33,5,Wells St & Hubbard St,Clinton St & Jackson Blvd (*),NA
21749877,classic_bike,2019-01-03 7:43:03,2019-01-03 7:55:52,0:12:49,5,Canal St & Adams St,Michigan Ave & Washington St,NA
21749878,classic_bike,2019-01-03 7:43:05,2019-01-03 7:55:54,0:12:49,5,Dearborn St & Erie St,Clinton St & Tilden St,NA
21749880,classic_bike,2019-01-03 7:43:16,2019-01-03 7:47:47,0:04:31,5,Wells St & Elm St,Wells St & Huron St,NA
21749881,classic_bike,2019-01-03 7:43:26,2019-01-03 7:49:23,0:05:57,5,Sedgwick St & Huron St,Franklin St & Lake St,NA
21749882,classic_bike,2019-01-03 7:43:28,2019-01-03 7:47:26,0:03:58,5,Wood St & Augusta Blvd,Ashland Ave & Division St,NA
21749883,classic_bike,2019-01-03 7:43:31,2019-01-03 7:49:37,0:06:06,5,Morgan St & Lake St,Canal St & Monroe St (*),NA
21749884,classic_bike,2019-01-03 7:43:31,2019-01-03 8:04:22,0:20:51,5,Damen Ave & Division St,Clinton St & Washington Blvd,NA
21749886,classic_bike,2019-01-03 7:43:50,2019-01-03 8:01:48,0:17:58,5,Aberdeen St & Jackson Blvd,Dearborn St & Erie St,NA
21749887,classic_bike,2019-01-03 7:43:56,2019-01-03 7:54:58,0:11:02,5,Canal St & Adams St,State St & Kinzie St,NA
21749888,classic_bike,2019-01-03 7:44:03,2019-01-03 8:01:26,0:17:23,5,Wood St & Milwaukee Ave,Franklin St & Quincy St,NA
21749889,classic_bike,2019-01-03 7:44:04,2019-01-03 7:51:59,0:07:55,5,Franklin St & Quincy St,Millennium Park,NA
21749890,classic_bike,2019-01-03 7:44:10,2019-01-03 7:53:26,0:09:16,5,Clinton St & Jackson Blvd (*),Loomis St & Lexington St,NA
21749891,classic_bike,2019-01-03 7:44:12,2019-01-03 7:55:11,0:10:59,5,Kingsbury St & Erie St,LaSalle St & Adams St,NA
21749892,classic_bike,2019-01-03 7:44:12,2019-01-03 8:18:09,0:33:57,5,Kosciuszko Park,Clark St & Randolph St,NA
21749893,classic_bike,2019-01-03 7:44:15,2019-01-03 7:47:54,0:03:39,5,Franklin St & Jackson Blvd,Wabash Ave & Adams St,NA
21749894,classic_bike,2019-01-03 7:44:16,2019-01-03 7:52:16,0:08:00,5,Aberdeen St & Jackson Blvd,Paulina St & Flournoy St,NA
21749895,classic_bike,2019-01-03 7:44:18,2019-01-03 8:05:00,0:20:42,5,Clifton Ave & Armitage Ave,Dearborn St & Monroe St,NA
21749896,classic_bike,2019-01-03 7:44:22,2019-01-03 7:54:28,0:10:06,5,Canal St & Madison St,Michigan Ave & Washington St,NA
21749897,classic_bike,2019-01-03 7:44:21,2019-01-03 7:48:34,0:04:13,5,Michigan Ave & Madison St,Stetson Ave & South Water St,NA
21749899,classic_bike,2019-01-03 7:44:57,2019-01-03 7:49:26,0:04:29,5,Clark St & Schiller St,Wells St & Concord Ln,NA
21749900,classic_bike,2019-01-03 7:45:04,2019-01-03 7:55:32,0:10:28,5,Clinton St & Tilden St,Paulina St & Flournoy St,NA
21749902,classic_bike,2019-01-03 7:45:28,2019-01-03 7:49:33,0:04:05,5,Canal St & Adams St,Wacker Dr & Washington St,NA
21749903,classic_bike,2019-01-03 7:45:39,2019-01-03 7:48:45,0:03:06,5,Clark St & Grace St,Sheridan Rd & Irving Park Rd,NA
21749904,classic_bike,2019-01-03 7:45:45,2019-01-03 7:52:41,0:06:56,5,Canal St & Adams St,LaSalle St & Washington St,NA
21749905,classic_bike,2019-01-03 7:45:49,2019-01-03 7:53:27,0:07:38,5,Clinton St & Madison St,Sedgwick St & Huron St,NA
21749906,classic_bike,2019-01-03 7:45:53,2019-01-03 7:48:44,0:02:51,5,Canal St & Monroe St (*),Franklin St & Monroe St,NA
21749907,classic_bike,2019-01-03 7:45:50,2019-01-03 8:02:21,0:16:31,5,Clinton St & Washington Blvd,McClurg Ct & Erie St,NA
21749908,classic_bike,2019-01-03 7:45:55,2019-01-03 7:53:57,0:08:02,5,Kingsbury St & Erie St,Canal St & Monroe St (*),NA
21749909,classic_bike,2019-01-03 7:45:56,2019-01-03 7:52:04,0:06:08,5,Delano Ct & Roosevelt Rd,Wells St & 19th St,NA
21749910,classic_bike,2019-01-03 7:45:53,2019-01-03 7:52:14,0:06:21,5,Kingsbury St & Kinzie St,Rush St & Hubbard St,NA
21749911,classic_bike,2019-01-03 7:45:58,2019-01-03 8:00:05,0:14:07,5,Franklin St & Lake St,Fairbanks St & Superior St (*),NA
21749912,classic_bike,2019-01-03 7:45:52,2019-01-03 7:51:01,0:05:09,5,Clinton St & Washington Blvd,Kingsbury St & Kinzie St,NA
21749913,classic_bike,2019-01-03 7:45:59,2019-01-03 8:17:55,0:31:56,5,Damen Ave & Clybourn Ave,Mies van der Rohe Way & Chicago Ave,NA
21749914,classic_bike,2019-01-03 7:46:06,2019-01-03 7:53:36,0:07:30,5,Franklin St & Monroe St,State St & Randolph St,NA
21749916,classic_bike,2019-01-03 7:46:25,2019-01-03 8:11:16,0:24:51,5,Western Ave & Division St,Canal St & Adams St,NA
21749917,classic_bike,2019-01-03 7:46:26,2019-01-03 8:02:27,0:16:01,5,Larrabee St & North Ave,Canal St & Monroe St (*),NA
21749918,classic_bike,2019-01-03 7:46:33,2019-01-03 7:52:24,0:05:51,5,Leavitt St & Armitage Ave,Marshfield Ave & Cortland St,NA
21749919,classic_bike,2019-01-03 7:46:35,2019-01-03 7:50:43,0:04:08,5,Southport Ave & Clark St,Sheridan Rd & Irving Park Rd,NA
21749920,classic_bike,2019-01-03 7:46:45,2019-01-03 8:05:44,0:18:59,5,Clinton St & Jackson Blvd (*),Wood St & Taylor St,NA
21749921,classic_bike,2019-01-03 7:46:44,2019-01-03 8:00:05,0:13:21,5,Ashland Ave & Grand Ave,Clinton St & Madison St,NA
21749922,classic_bike,2019-01-03 7:46:44,2019-01-03 7:53:18,0:06:34,5,Wabash Ave & Roosevelt Rd,Shedd Aquarium,NA
21749923,classic_bike,2019-01-03 7:46:49,2019-01-03 7:56:20,0:09:31,5,Rush St & Hubbard St,Clinton St & Lake St,NA
21749924,classic_bike,2019-01-03 7:46:50,2019-01-03 7:55:59,0:09:09,5,Franklin St & Monroe St,Columbus Dr & Randolph St,NA
21749925,classic_bike,2019-01-03 7:46:52,2019-01-03 7:55:28,0:08:36,5,Desplaines St & Kinzie St,Franklin St & Jackson Blvd,NA
21749926,classic_bike,2019-01-03 7:46:57,2019-01-03 7:52:39,0:05:42,5,Columbus Dr & Randolph St,Clark St & Randolph St,NA
21749927,classic_bike,2019-01-03 7:46:57,2019-01-03 7:50:50,0:03:53,5,Southport Ave & Wellington Ave,Sheffield Ave & Wellington Ave,NA
21749928,classic_bike,2019-01-03 7:47:00,2019-01-03 7:55:12,0:08:12,5,Cityfront Plaza Dr & Pioneer Ct,Dearborn St & Adams St,NA
21749930,classic_bike,2019-01-03 7:47:02,2019-01-03 8:11:55,0:24:53,5,Stockton Dr & Wrightwood Ave,Daley Center Plaza,NA
21749931,classic_bike,2019-01-03 7:47:12,2019-01-03 8:23:32,0:36:20,5,Broadway & Barry Ave,LaSalle St & Adams St,NA
21749932,classic_bike,2019-01-03 7:47:18,2019-01-03 7:52:48,0:05:30,5,Franklin St & Monroe St,Franklin St & Lake St,NA
21749933,classic_bike,2019-01-03 7:47:18,2019-01-03 7:55:18,0:08:00,5,Canal St & Madison St,Michigan Ave & Washington St,NA
21749934,classic_bike,2019-01-03 7:47:18,2019-01-03 7:56:56,0:09:38,5,Mies van der Rohe Way & Chestnut St,Sedgwick St & Huron St,NA
21749935,classic_bike,2019-01-03 7:47:28,2019-01-03 7:53:53,0:06:25,5,Kedzie Ave & Foster Ave,Kedzie Ave & Leland Ave,NA
21749936,classic_bike,2019-01-03 7:47:31,2019-01-03 7:58:01,0:10:30,5,Canal St & Adams St,Columbus Dr & Randolph St,NA
21749937,classic_bike,2019-01-03 7:47:35,2019-01-03 7:52:09,0:04:34,5,Green St & Madison St,Canal St & Adams St,NA
21749938,classic_bike,2019-01-03 7:47:35,2019-01-03 7:50:08,0:02:33,5,Marine Dr & Ainslie St,Clarendon Ave & Leland Ave,NA
21749939,classic_bike,2019-01-03 7:47:36,2019-01-03 8:08:09,0:20:33,5,Kingsbury St & Erie St,Marshfield Ave & Cortland St,NA
21749940,classic_bike,2019-01-03 7:47:39,2019-01-03 7:55:06,0:07:27,5,Orleans St & Hubbard St (*),Dearborn St & Monroe St,NA
21749941,classic_bike,2019-01-03 7:47:43,2019-01-03 7:58:04,0:10:21,5,Wabash Ave & Roosevelt Rd,LaSalle St & Washington St,NA
21749942,classic_bike,2019-01-03 7:47:46,2019-01-03 7:52:49,0:05:03,5,Clinton St & Madison St,LaSalle St & Jackson Blvd,NA
21749943,classic_bike,2019-01-03 7:47:47,2019-01-03 7:53:56,0:06:09,5,Dearborn St & Erie St,Kingsbury St & Kinzie St,NA
21749944,classic_bike,2019-01-03 7:47:49,2019-01-03 7:54:31,0:06:42,5,Sheffield Ave & Wrightwood Ave,Clark St & Wellington Ave,NA
21749945,classic_bike,2019-01-03 7:47:51,2019-01-03 7:59:09,0:11:18,5,Canal St & Adams St,Rush St & Hubbard St,NA
21749946,classic_bike,2019-01-03 7:48:00,2019-01-03 8:06:25,0:18:25,5,Larrabee St & Webster Ave,Wabash Ave & Grand Ave,NA
21749947,classic_bike,2019-01-03 7:48:03,2019-01-03 7:57:22,0:09:19,5,Canal St & Adams St,Michigan Ave & Washington St,NA
21749948,classic_bike,2019-01-03 7:48:03,2019-01-03 8:09:45,0:21:42,5,Michigan Ave & 18th St,Green St & Madison St,NA
21749949,classic_bike,2019-01-03 7:48:16,2019-01-03 7:51:16,0:03:00,5,Canal St & Taylor St,Clinton St & Tilden St,NA
21749950,classic_bike,2019-01-03 7:48:20,2019-01-03 8:10:22,0:22:02,5,Damen Ave & Cortland St,Clinton St & Lake St,NA
21749951,classic_bike,2019-01-03 7:48:29,2019-01-03 7:57:32,0:09:03,5,Peoria St & Jackson Blvd,Dearborn St & Monroe St,NA
21749952,classic_bike,2019-01-03 7:48:31,2019-01-03 7:56:41,0:08:10,5,Damen Ave & Thomas St (Augusta Blvd),Marshfield Ave & Cortland St,NA
21749954,classic_bike,2019-01-03 7:48:52,2019-01-03 7:56:00,0:07:08,5,Kingsbury St & Kinzie St,Daley Center Plaza,NA
21749955,classic_bike,2019-01-03 7:49:01,2019-01-03 8:04:42,0:15:41,5,Ashland Ave & Augusta Blvd,Franklin St & Monroe St,NA
21749956,classic_bike,2019-01-03 7:49:06,2019-01-03 7:54:34,0:05:28,5,Damen Ave & Pierce Ave,Marshfield Ave & Cortland St,NA
21749957,classic_bike,2019-01-03 7:49:11,2019-01-03 7:54:22,0:05:11,5,Milwaukee Ave & Grand Ave,Aberdeen St & Randolph St,NA
21749958,classic_bike,2019-01-03 7:49:23,2019-01-03 7:57:02,0:07:39,5,Calumet Ave & 18th St,Indiana Ave & Roosevelt Rd,NA
21749959,classic_bike,2019-01-03 7:49:24,2019-01-03 7:53:54,0:04:30,5,Canal St & Adams St,Dearborn St & Monroe St,NA
21749960,classic_bike,2019-01-03 7:49:25,2019-01-03 7:55:41,0:06:16,5,Wells St & Elm St,Dearborn St & Erie St,NA
21749961,classic_bike,2019-01-03 7:49:26,2019-01-03 7:58:54,0:09:28,5,Milwaukee Ave & Rockwell St,Marshfield Ave & Cortland St,NA
21749962,classic_bike,2019-01-03 7:49:35,2019-01-03 8:08:25,0:18:50,5,Leavitt St & Chicago Ave,Canal St & Adams St,NA
21749963,classic_bike,2019-01-03 7:49:41,2019-01-03 8:10:28,0:20:47,5,Clark St & Lincoln Ave,Franklin St & Monroe St,NA
21749964,classic_bike,2019-01-03 7:49:44,2019-01-03 7:58:21,0:08:37,5,Ellis Ave & 55th St,Cornell Ave & Hyde Park Blvd,NA
21749965,classic_bike,2019-01-03 7:49:46,2019-01-03 7:58:37,0:08:51,5,Noble St & Milwaukee Ave,Larrabee St & Oak St,NA
21749966,classic_bike,2019-01-03 7:49:58,2019-01-03 7:53:06,0:03:08,5,Clark St & Elm St,Wells St & Evergreen Ave,NA
21749967,classic_bike,2019-01-03 7:50:05,2019-01-03 8:08:07,0:18:02,5,Clinton St & Madison St,Wolcott Ave & Polk St,NA
21749968,classic_bike,2019-01-03 7:50:16,2019-01-03 7:52:42,0:02:26,5,Broadway & Sheridan Rd,Sheridan Rd & Irving Park Rd,NA
21749970,classic_bike,2019-01-03 7:50:22,2019-01-03 8:04:37,0:14:15,5,Clinton St & Jackson Blvd (*),Wood St & Taylor St,NA
21749971,classic_bike,2019-01-03 7:50:23,2019-01-03 7:53:28,0:03:05,5,Racine Ave & Wrightwood Ave,Sheffield Ave & Fullerton Ave,NA
21749972,classic_bike,2019-01-03 7:50:25,2019-01-03 7:59:31,0:09:06,5,Wells St & Hubbard St,Wabash Ave & Adams St,NA
21749973,classic_bike,2019-01-03 7:50:29,2019-01-03 8:13:30,0:23:01,5,Lake Shore Dr & Wellington Ave,McClurg Ct & Erie St,NA
21749974,classic_bike,2019-01-03 7:50:30,2019-01-03 8:11:04,0:20:34,5,Damen Ave & Pierce Ave,Clinton St & Washington Blvd,NA
21749975,classic_bike,2019-01-03 7:50:40,2019-01-03 7:56:31,0:05:51,5,Canal St & Adams St,Clinton St & Lake St,NA
21749976,classic_bike,2019-01-03 7:50:52,2019-01-03 8:17:25,0:26:33,5,Leavitt St & Armitage Ave,Daley Center Plaza,NA
21749977,classic_bike,2019-01-03 7:50:58,2019-01-03 7:59:48,0:08:50,5,Clark St & Lincoln Ave,Larrabee St & Kingsbury St,NA
21749978,classic_bike,2019-01-03 7:51:08,2019-01-03 7:59:20,0:08:12,5,Aberdeen St & Jackson Blvd,Canal St & Adams St,NA
21749979,classic_bike,2019-01-03 7:51:14,2019-01-03 7:59:17,0:08:03,5,Wells St & Hubbard St,Mies van der Rohe Way & Chicago Ave,NA
21749980,classic_bike,2019-01-03 7:51:14,2019-01-03 7:54:58,0:03:44,5,Larrabee St & Armitage Ave,Bissell St & Armitage Ave,NA
21749981,classic_bike,2019-01-03 7:51:13,2019-01-03 8:03:55,0:12:42,5,Sheffield Ave & Webster Ave,Sedgwick St & Huron St,NA
21749982,classic_bike,2019-01-03 7:51:20,2019-01-03 7:56:51,0:05:31,5,Loomis St & Lexington St,Paulina St & Flournoy St,NA
21749983,classic_bike,2019-01-03 7:51:31,2019-01-03 7:59:07,0:07:36,5,Desplaines St & Kinzie St,State St & Kinzie St,NA
21749984,classic_bike,2019-01-03 7:51:31,2019-01-03 8:04:49,0:13:18,5,Ashland Ave & Chicago Ave,Wood St & Taylor St,NA
21749985,classic_bike,2019-01-03 7:51:35,2019-01-03 8:04:01,0:12:26,5,Wells St & Concord Ln,Wells St & Hubbard St,NA
21749986,classic_bike,2019-01-03 7:51:53,2019-01-03 8:01:51,0:09:58,5,Dearborn Pkwy & Delaware Pl,Clinton St & Washington Blvd,NA
21749987,classic_bike,2019-01-03 7:52:05,2019-01-03 8:08:14,0:16:09,5,Ashland Ave & Chicago Ave,Franklin St & Lake St,NA
21749988,classic_bike,2019-01-03 7:52:06,2019-01-03 7:57:12,0:05:06,5,Racine Ave & Wrightwood Ave,Southport Ave & Clybourn Ave,NA
21749991,classic_bike,2019-01-03 7:52:15,2019-01-03 7:57:55,0:05:40,5,Wells St & Elm St,Larrabee St & Oak St,NA
21749992,classic_bike,2019-01-03 7:52:20,2019-01-03 7:56:00,0:03:40,5,Delano Ct & Roosevelt Rd,Canal St & Taylor St,NA
21749994,classic_bike,2019-01-03 7:52:27,2019-01-03 7:59:59,0:07:32,5,Canal St & Adams St,Morgan St & Lake St,NA
21749995,classic_bike,2019-01-03 7:52:40,2019-01-03 8:02:37,0:09:57,5,Wabash Ave & 16th St,Michigan Ave & Jackson Blvd,NA
21749997,classic_bike,2019-01-03 7:52:45,2019-01-03 7:57:17,0:04:32,5,Clark St & 9th St (AMLI),Franklin St & Jackson Blvd,NA
21749998,classic_bike,2019-01-03 7:53:05,2019-01-03 8:06:58,0:13:53,5,Canal St & Adams St,Dearborn Pkwy & Delaware Pl,NA
21749999,classic_bike,2019-01-03 7:53:07,2019-01-03 7:59:54,0:06:47,5,Clinton St & Washington Blvd,Michigan Ave & Washington St,NA
21750000,classic_bike,2019-01-03 7:53:08,2019-01-03 7:58:49,0:05:41,5,Larrabee St & Oak St,Kingsbury St & Kinzie St,NA
21750001,classic_bike,2019-01-03 7:53:10,2019-01-03 8:04:22,0:11:12,5,Clinton St & Washington Blvd,Michigan Ave & Lake St,NA
21750002,classic_bike,2019-01-03 7:53:13,2019-01-03 8:15:27,0:22:14,5,Shields Ave & 31st St,Wabash Ave & Adams St,NA
21750003,classic_bike,2019-01-03 7:53:15,2019-01-03 7:57:45,0:04:30,5,Ashland Ave & Grace St,Lincoln Ave & Roscoe St,NA
21750005,classic_bike,2019-01-03 7:53:39,2019-01-03 8:02:41,0:09:02,5,Michigan Ave & Washington St,Desplaines St & Randolph St,NA
